Dates,Clics,Ctr,Impressions,Bounces,Cr,Transactions,Av.session duration,Revenue,Ctr products list,Cart/details rate,Purchase / details rate,refunds,Exits ,New sessions,Av product price,Clics product list,Num.of products added to cart,Session value,Products list Ctr,Rpc,Session inclueded searches,Page/session,Av.number of product sold per transaction,Num.of times product included in a cart during the purchase process,Sessions
20180109,"403(0,19 %)","1,56 %","25.796(0,16 %)","10,36 %","2,48 %","41(0,27 %)",0:02:21,"1.203,78 €(0,24 %)","2,55 %","13,56 %","3,02 %","0(0,00 %)","30,19 %","52,94 %","20,46 €","1.190(0,15 %)","268(0,24 %)","0,73 €","2,55 %","2,99 €","0,36 %","3,29","1,14","197(0,21 %)","1.651(0,16 %)"
20180108,"275(0,13 %)","1,75 %","15.688(0,10 %)","11,16 %","1,49 %","26(0,17 %)",0:02:29,"543,52 €(0,11 %)","2,92 %","15,85 %","1,51 %","0(0,00 %)","27,80 %","53,81 %","15,78 €","1.694(0,22 %)","328(0,30 %)","0,31 €","2,92 %","1,98 €","0,86 %","3,58","1,13","552(0,60 %)","1.747(0,17 %)"
20180107,"292(0,14 %)","1,71 %","17.076(0,11 %)","13,67 %","1,33 %","19(0,13 %)",0:02:31,"622,51 €(0,13 %)","2,34 %","14,37 %","1,93 %","0(0,00 %)","30,13 %","46,21 %","20,68 €","1.105(0,14 %)","223(0,20 %)","0,44 €","2,34 %","2,13 €","0,63 %","3,31",1,"152(0,16 %)","1.426(0,14 %)"
20180106,"175(0,08 %)","1,57 %","11.177(0,07 %)","22,43 %","0,42 %","2(0,01 %)",0:02:22,"106,84 €(0,02 %)","2,02 %","7,74 %","0,91 %","0(0,00 %)","37,56 %","49,48 %","26,71 €","255(0,03 %)","41(0,04 %)","0,22 €","2,02 %","0,61 €","0,42 %","2,66",1,"24(0,03 %)","477(0,05 %)"
20180105,"165(0,08 %)","1,78 %","9.251(0,06 %)","24,15 %","0,00 %","0(0,00 %)",0:01:34,"0,00 €(0,00 %)","2,30 %","7,36 %","0,00 %","0(0,00 %)","38,45 %","55,53 %","0,00 €","248(0,03 %)","34(0,03 %)","0,00 €","2,30 %","0,00 €","0,45 %","2,6",0,"9(0,01 %)","443(0,04 %)"
20180104,"251(0,12 %)","1,93 %","13.038(0,08 %)","16,43 %","0,52 %","4(0,03 %)",0:01:36,"140,52 €(0,03 %)","2,27 %","13,57 %","2,08 %","0(0,00 %)","34,18 %","57,50 %","8,14 €","546(0,07 %)","98(0,09 %)","0,18 €","2,27 %","0,56 €","0,26 %","2,93","1,13","62(0,07 %)","767(0,07 %)"
20180103,"218(0,10 %)","2,01 %","10.868(0,07 %)","14,99 %","1,26 %","11(0,07 %)",0:01:58,"344,18 €(0,07 %)","2,47 %","21,74 %","5,02 %","0(0,00 %)","32,39 %","49,54 %","7,65 €","644(0,08 %)","201(0,18 %)","0,39 €","2,47 %","1,58 €","0,69 %","3,05",1,"118(0,13 %)","874(0,08 %)"
20180102,"227(0,11 %)","1,73 %","13.092(0,08 %)","18,98 %","0,68 %","6(0,04 %)",0:02:01,"180,88 €(0,04 %)","2,28 %","14,65 %","1,08 %","0(0,00 %)","36,52 %","56,93 %","20,10 €","488(0,06 %)","126(0,11 %)","0,21 €","2,28 %","0,80 €","0,45 %","2,73",1,"75(0,08 %)","880(0,08 %)"
20180101,"255(0,12 %)","1,71 %","14.873(0,09 %)","18,32 %","0,89 %","6(0,04 %)",0:01:36,"172,00 €(0,03 %)","2,15 %","10,56 %","1,49 %","0(0,00 %)","38,02 %","50,66 %","15,64 €","338(0,04 %)","73(0,07 %)","0,25 €","2,15 %","0,67 €","0,30 %","2,6","1,22","36(0,04 %)","677(0,06 %)"
20171231,"216(0,10 %)","1,56 %","13.872(0,09 %)","25,93 %","1,71 %","11(0,07 %)",0:01:36,"355,98 €(0,07 %)","2,19 %","11,60 %","2,52 %","0(0,00 %)","34,94 %","41,61 %","23,45 €","428(0,06 %)","69(0,06 %)","0,55 €","2,19 %","1,65 €","1,40 %","2,86",1,"58(0,06 %)","644(0,06 %)"
20171230,"169(0,08 %)","1,40 %","12.048(0,08 %)","22,02 %","2,26 %","11(0,07 %)",0:01:43,"367,63 €(0,07 %)","3,57 %","9,85 %","3,28 %","0(0,00 %)","39,51 %","47,94 %","28,11 €","373(0,05 %)","39(0,04 %)","0,76 €","3,57 %","2,18 €","0,00 %","2,52",1,"21(0,02 %)","486(0,05 %)"
20171229,"232(0,11 %)","2,02 %","11.472(0,07 %)","19,03 %","1,75 %","13(0,09 %)",0:01:48,"332,47 €(0,07 %)","2,40 %","10,95 %","2,74 %","0(0,00 %)","33,84 %","49,66 %","15,63 €","447(0,06 %)","84(0,08 %)","0,45 €","2,40 %","1,43 €","1,21 %","2,95",1,"92(0,10 %)","741(0,07 %)"
20171228,"359(0,17 %)","2,62 %","13.698(0,09 %)","14,35 %","2,54 %","28(0,19 %)",0:02:15,"861,15 €(0,17 %)","2,35 %","10,77 %","3,16 %","0(0,00 %)","30,35 %","52,50 %","25,08 €","702(0,09 %)","116(0,10 %)","0,78 €","2,35 %","2,40 €","0,18 %","3,26",1,"154(0,17 %)","1.101(0,11 %)"
20171227,"337(0,16 %)","2,52 %","13.397(0,08 %)","12,88 %","2,97 %","32(0,21 %)",0:02:30,"1.383,80 €(0,28 %)","2,36 %","15,62 %","4,58 %","0(0,00 %)","31,94 %","54,77 %","25,35 €","694(0,09 %)","186(0,17 %)","1,28 €","2,36 %","4,11 €","0,37 %","3,12",1,"122(0,13 %)","1.079(0,10 %)"
20171226,"309(0,15 %)","1,63 %","18.920(0,12 %)","16,12 %","1,03 %","11(0,07 %)",0:02:10,"442,46 €(0,09 %)","2,58 %","10,17 %","1,14 %","0(0,00 %)","32,56 %","56,48 %","29,35 €","707(0,09 %)","118(0,11 %)","0,41 €","2,58 %","1,43 €","0,19 %","3,05","1,15","81(0,09 %)","1.073(0,10 %)"
20171225,"219(0,10 %)","1,95 %","11.221(0,07 %)","19,57 %","0,39 %","2(0,01 %)",0:01:33,"51,28 €(0,01 %)","2,35 %","11,68 %","0,38 %","0(0,00 %)","35,89 %","49,42 %","25,64 €","315(0,04 %)","62(0,06 %)","0,10 €","2,35 %","0,23 €","0,78 %","2,78",1,"24(0,03 %)","516(0,05 %)"
20171224,"130(0,06 %)","1,84 %","7.047(0,04 %)","26,79 %","0,00 %","0(0,00 %)",0:01:26,"0,00 €(0,00 %)","1,66 %","7,22 %","0,00 %","0(0,00 %)","46,69 %","51,28 %","0,00 €","137(0,02 %)","19(0,02 %)","0,00 €","1,66 %","0,00 €","0,00 %","2,12",0,"4(0,00 %)","392(0,04 %)"
20171223,"178(0,08 %)","1,89 %","9.420(0,06 %)","26,30 %","0,45 %","2(0,01 %)",0:01:38,"34,15 €(0,01 %)","1,56 %","10,98 %","0,61 %","0(0,00 %)","42,80 %","44,67 %","17,08 €","146(0,02 %)","36(0,03 %)","0,08 €","1,56 %","0,19 €","0,91 %","2,32",1,"30(0,03 %)","441(0,04 %)"
20171222,"170(0,08 %)","1,73 %","9.832(0,06 %)","28,80 %","2,17 %","11(0,07 %)",0:01:35,"378,87 €(0,08 %)","1,90 %","11,68 %","5,71 %","0(0,00 %)","42,51 %","48,52 %","12,56 €","178(0,02 %)","51(0,05 %)","0,75 €","1,90 %","2,23 €","0,00 %","2,34","1,43","69(0,07 %)","507(0,05 %)"
20171221,"280(0,13 %)","1,57 %","17.816(0,11 %)","18,51 %","1,37 %","9(0,06 %)",0:01:42,"198,70 €(0,04 %)","1,78 %","8,72 %","1,74 %","0(0,00 %)","40,88 %","43,55 %","22,08 €","227(0,03 %)","49(0,04 %)","0,30 €","1,78 %","0,71 €","0,91 %","2,45",1,"36(0,04 %)","659(0,06 %)"
20171220,"154(0,07 %)","1,98 %","7.772(0,05 %)","14,87 %","1,61 %","13(0,09 %)",0:01:45,"309,82 €(0,06 %)","1,87 %","12,96 %","2,08 %","0(0,00 %)","35,28 %","57,25 %","23,50 €","353(0,05 %)","84(0,08 %)","0,38 €","1,87 %","2,01 €","0,74 %","2,82",1,"58(0,06 %)","807(0,08 %)"
20171219,"305(0,14 %)","2,03 %","15.033(0,09 %)","18,49 %","2,55 %","28(0,19 %)",0:01:58,"818,70 €(0,16 %)","2,20 %","12,06 %","4,38 %","0(0,00 %)","30,97 %","51,09 %","18,37 €","634(0,08 %)","128(0,12 %)","0,75 €","2,20 %","2,68 €","0,36 %","3,21",1,"165(0,18 %)","1.098(0,11 %)"
20171218,"202(0,10 %)","2,24 %","9.017(0,06 %)","14,29 %","1,41 %","15(0,10 %)",0:02:35,"453,83 €(0,09 %)","2,15 %","11,63 %","1,73 %","0(0,00 %)","29,27 %","58,55 %","24,06 €","704(0,09 %)","128(0,12 %)","0,43 €","2,15 %","2,25 €","0,56 %","3,38",1,"111(0,12 %)","1.064(0,10 %)"
20171217,"308(0,14 %)","1,99 %","15.483(0,10 %)","15,00 %","2,62 %","34(0,22 %)",0:02:20,"1.175,49 €(0,24 %)","2,76 %","13,71 %","3,46 %","0(0,00 %)","29,91 %","49,08 %","25,10 €","1.002(0,13 %)","188(0,17 %)","0,90 €","2,76 %","3,82 €","0,31 %","3,32",1,"182(0,20 %)","1.300(0,12 %)"
20171216,"162(0,08 %)","1,69 %","9.603(0,06 %)","15,44 %","2,32 %","17(0,11 %)",0:02:01,"463,66 €(0,09 %)","2,23 %","12,99 %","2,87 %","0(0,00 %)","34,25 %","48,50 %","24,29 €","390(0,05 %)","86(0,08 %)","0,63 €","2,23 %","2,86 €","0,55 %","2,9",1,"64(0,07 %)","732(0,07 %)"
20171215,"244(0,11 %)","1,81 %","13.513(0,08 %)","14,94 %","1,62 %","13(0,09 %)",0:01:51,"483,03 €(0,10 %)","2,09 %","7,32 %","2,15 %","0(0,00 %)","34,10 %","57,53 %","28,29 €","418(0,05 %)","60(0,05 %)","0,60 €","2,09 %","1,98 €","0,75 %","2,93",1,"32(0,03 %)","803(0,08 %)"
20171214,"391(0,18 %)","1,46 %","26.818(0,17 %)","16,96 %","1,03 %","11(0,07 %)",0:01:40,"271,39 €(0,05 %)","2,06 %","9,48 %","1,24 %","0(0,00 %)","37,70 %","47,90 %","24,48 €","501(0,06 %)","92(0,08 %)","0,25 €","2,06 %","0,69 €","1,03 %","2,64",1,"77(0,08 %)","1.073(0,10 %)"
20171213,"348(0,16 %)","1,54 %","22.586(0,14 %)","16,62 %","0,84 %","9(0,06 %)",0:01:49,"352,43 €(0,07 %)","2,83 %","9,75 %","1,39 %","0(0,00 %)","33,71 %","53,22 %","20,73 €","722(0,09 %)","113(0,10 %)","0,33 €","2,83 %","1,01 €","0,37 %","2,95","1,13","88(0,09 %)","1.071(0,10 %)"
20171212,"394(0,19 %)","1,44 %","27.407(0,17 %)","13,63 %","2,94 %","36(0,24 %)",0:02:37,"1.069,83 €(0,22 %)","3,24 %","12,43 %","3,77 %","0(0,00 %)","28,86 %","50,69 %","20,25 €","1.004(0,13 %)","182(0,16 %)","0,87 €","3,24 %","2,72 €","1,22 %","3,45",1,"122(0,13 %)","1.225(0,12 %)"
20171211,"252(0,12 %)","1,62 %","15.554(0,10 %)","12,83 %","0,84 %","11(0,07 %)",0:02:58,"309,60 €(0,06 %)","2,23 %","9,79 %","1,27 %","0(0,00 %)","29,75 %","54,14 %","17,83 €","882(0,11 %)","135(0,12 %)","0,24 €","2,23 %","1,23 €","0,46 %","3,32",1,"116(0,13 %)","1.317(0,13 %)"
20171210,"556(0,26 %)","1,73 %","32.150(0,20 %)","15,49 %","0,59 %","9(0,06 %)",0:01:43,"164,54 €(0,03 %)","1,83 %","9,02 %","0,75 %","0(0,00 %)","35,28 %","48,62 %","14,76 €","835(0,11 %)","167(0,15 %)","0,11 €","1,83 %","0,30 €","0,26 %","2,82",1,"73(0,08 %)","1.524(0,15 %)"
20171209,"373(0,18 %)","1,60 %","23.256(0,15 %)","22,22 %","0,65 %","6(0,04 %)",0:01:54,"158,12 €(0,03 %)","2,20 %","4,71 %","0,69 %","0(0,00 %)","39,56 %","44,34 %","26,00 €","441(0,06 %)","41(0,04 %)","0,17 €","2,20 %","0,42 €","0,00 %","2,52",1,"45(0,05 %)","927(0,09 %)"
20171208,"361(0,17 %)","2,01 %","17.993(0,11 %)","18,69 %","1,29 %","13(0,09 %)",0:01:59,"538,70 €(0,11 %)","2,42 %","8,69 %","1,51 %","0(0,00 %)","33,66 %","53,88 %","31,56 €","683(0,09 %)","98(0,09 %)","0,54 €","2,42 %","1,49 €","0,20 %","2,93",1,"73(0,08 %)","1.006(0,10 %)"
20171207,"527(0,25 %)","1,62 %","32.603(0,20 %)","15,87 %","1,06 %","13(0,09 %)",0:01:43,"444,41 €(0,09 %)","2,36 %","7,57 %","1,50 %","0(0,00 %)","34,93 %","50,37 %","23,61 €","659(0,09 %)","96(0,09 %)","0,36 €","2,36 %","0,84 €","0,33 %","2,85",1,"94(0,10 %)","1.229(0,12 %)"
20171206,"362(0,17 %)","1,90 %","19.016(0,12 %)","13,35 %","0,53 %","6(0,04 %)",0:01:50,"200,86 €(0,04 %)","2,35 %","6,40 %","0,77 %","0(0,00 %)","35,62 %","55,78 %","22,08 €","657(0,09 %)","79(0,07 %)","0,18 €","2,35 %","0,55 €","0,18 %","2,8",1,"64(0,07 %)","1.124(0,11 %)"
20171205,"543(0,26 %)","1,66 %","32.688(0,20 %)","17,34 %","1,04 %","13(0,09 %)",0:02:01,"587,52 €(0,12 %)","2,21 %","7,47 %","2,11 %","0(0,00 %)","31,74 %","49,28 %","22,43 €","655(0,08 %)","113(0,10 %)","0,47 €","2,21 %","1,08 €","0,72 %","3,13",1,"118(0,13 %)","1.246(0,12 %)"
20171204,"302(0,14 %)","1,88 %","16.052(0,10 %)","16,46 %","0,96 %","13(0,09 %)",0:01:54,"307,57 €(0,06 %)","2,19 %","11,83 %","1,03 %","0(0,00 %)","34,37 %","57,05 %","20,08 €","788(0,10 %)","156(0,14 %)","0,23 €","2,19 %","1,02 €","0,15 %","2,9","1,15","178(0,19 %)","1.355(0,13 %)"
20171203,"461(0,22 %)","1,65 %","27.952(0,17 %)","17,01 %","0,62 %","11(0,07 %)",0:01:51,"545,02 €(0,11 %)","2,27 %","8,40 %","1,05 %","0(0,00 %)","33,45 %","47,89 %","27,90 €","1.113(0,14 %)","154(0,14 %)","0,31 €","2,27 %","1,18 €","0,23 %","2,96",1,"171(0,18 %)","1.775(0,17 %)"
20171202,"368(0,17 %)","1,40 %","26.367(0,16 %)","16,52 %","1,64 %","19(0,13 %)",0:01:57,"522,54 €(0,11 %)","2,59 %","10,40 %","2,11 %","0(0,00 %)","35,69 %","44,12 %","21,63 €","711(0,09 %)","118(0,11 %)","0,45 €","2,59 %","1,42 €","0,17 %","2,79",1,"113(0,12 %)","1.156(0,11 %)"
20171201,"368(0,17 %)","1,61 %","22.789(0,14 %)","16,02 %","1,00 %","13(0,09 %)",0:01:46,"405,55 €(0,08 %)","2,24 %","10,15 %","1,43 %","0(0,00 %)","35,16 %","51,46 %","19,22 €","760(0,10 %)","143(0,13 %)","0,31 €","2,24 %","1,10 €","0,69 %","2,82","1,11","120(0,13 %)","1.298(0,12 %)"
20171130,"555(0,26 %)","1,88 %","29.572(0,18 %)","17,64 %","0,26 %","4(0,03 %)",0:01:40,"151,80 €(0,03 %)","2,38 %","5,52 %","0,29 %","0(0,00 %)","34,99 %","51,49 %","37,95 €","803(0,10 %)","77(0,07 %)","0,10 €","2,38 %","0,27 €","0,39 %","2,84",1,"45(0,05 %)","1.542(0,15 %)"
20171129,"589(0,28 %)","1,79 %","32.979(0,21 %)","13,64 %","0,89 %","17(0,11 %)",0:01:58,"439,89 €(0,09 %)","2,43 %","7,19 %","1,24 %","0(0,00 %)","32,04 %","51,25 %","18,24 €","1.047(0,14 %)","139(0,13 %)","0,23 €","2,43 %","0,75 €","0,68 %","3,1",1,"128(0,14 %)","1.914(0,18 %)"
20171128,"582(0,27 %)","2,08 %","28.007(0,17 %)","14,46 %","0,70 %","13(0,09 %)",0:01:55,"393,00 €(0,08 %)","1,96 %","6,33 %","0,94 %","0(0,00 %)","35,56 %","51,74 %","20,68 €","805(0,10 %)","101(0,09 %)","0,21 €","1,96 %","0,68 €","0,91 %","2,79","1,27","81(0,09 %)","1.867(0,18 %)"
20171127,"1.297(0,61 %)","1,87 %","69.510(0,43 %)","14,97 %","1,73 %","47(0,31 %)",0:02:35,"1.313,94 €(0,26 %)","2,24 %","14,81 %","2,72 %","0(0,00 %)","27,73 %","50,72 %","15,54 €","1.858(0,24 %)","471(0,42 %)","0,48 €","2,24 %","1,01 €","1,03 %","3,57","1,12","323(0,35 %)","2.719(0,26 %)"
20171126,"1.901(0,89 %)","1,70 %","111.769(0,70 %)","13,50 %","2,19 %","103(0,68 %)",0:02:26,"3.075,62 €(0,62 %)","2,32 %","15,15 %","3,39 %","0(0,00 %)","27,39 %","56,24 %","16,84 €","3.696(0,48 %)","801(0,72 %)","0,65 €","2,32 %","1,62 €","0,60 %","3,62","1,05","931(1,00 %)","4.698(0,45 %)"
20171125,"1.576(0,74 %)","1,30 %","120.771(0,75 %)","16,87 %","1,24 %","47(0,31 %)",0:02:05,"1.736,14 €(0,35 %)","2,13 %","14,52 %","2,51 %","0(0,00 %)","31,83 %","51,81 %","18,70 €","2.458(0,32 %)","557(0,50 %)","0,46 €","2,13 %","1,10 €","0,56 %","3,12",1,"405(0,44 %)","3.781(0,36 %)"
20171124,"3.027(1,42 %)","2,38 %","127.007(0,79 %)","13,69 %","1,75 %","116(0,77 %)",0:02:21,"3.715,23 €(0,75 %)","2,24 %","14,64 %","2,67 %","0(0,00 %)","27,86 %","60,57 %","19,48 €","4.957(0,64 %)","1.002(0,90 %)","0,56 €","2,24 %","1,23 €","0,39 %","3,57","1,06","1.068(1,15 %)","6.620(0,63 %)"
20171123,"2.585(1,22 %)","2,00 %","129.325(0,81 %)","13,81 %","1,74 %","90(0,60 %)",0:02:32,"2.652,49 €(0,53 %)","2,34 %","14,53 %","2,48 %","0(0,00 %)","26,59 %","56,04 %","18,05 €","4.075(0,53 %)","841(0,76 %)","0,51 €","2,34 %","1,03 €","0,54 %","3,73","1,07","722(0,78 %)","5.162(0,49 %)"
20171122,"1.750(0,82 %)","0,81 %","215.897(1,35 %)","20,52 %","1,76 %","69(0,46 %)",0:02:27,"1.919,31 €(0,39 %)","2,28 %","13,13 %","2,62 %","0(0,00 %)","26,27 %","60,50 %","18,57 €","3.175(0,41 %)","557(0,50 %)","0,49 €","2,28 %","1,10 €","0,61 %","3,77","1,02","450(0,49 %)","3.914(0,37 %)"
20171121,"734(0,35 %)","1,08 %","67.748(0,42 %)","19,78 %","0,90 %","32(0,21 %)",0:01:51,"1.105,03 €(0,22 %)","2,38 %","9,96 %","1,59 %","0(0,00 %)","30,10 %","78,03 %","23,25 €","2.479(0,32 %)","317(0,29 %)","0,31 €","2,38 %","1,51 €","0,31 %","3,32","1,04","319(0,34 %)","3.559(0,34 %)"
20171120,"836(0,39 %)","1,03 %","81.142(0,51 %)","31,26 %","0,81 %","19(0,13 %)",0:01:48,"851,82 €(0,17 %)","2,09 %","13,25 %","2,11 %","0(0,00 %)","36,62 %","52,73 %","22,88 €","1.066(0,14 %)","259(0,23 %)","0,36 €","2,09 %","1,02 €","0,26 %","2,72",1,"291(0,31 %)","2.342(0,22 %)"
20171119,"824(0,39 %)","1,04 %","78.973(0,49 %)","19,16 %","0,96 %","19(0,13 %)",0:01:56,"623,68 €(0,13 %)","2,46 %","13,25 %","1,33 %","0(0,00 %)","31,76 %","48,47 %","21,63 €","1.345(0,17 %)","289(0,26 %)","0,31 €","2,46 %","0,76 €","0,85 %","3,12","1,14","233(0,25 %)","1.989(0,19 %)"
20171118,"368(0,17 %)","0,72 %","50.929(0,32 %)","20,91 %","0,45 %","4(0,03 %)",0:01:50,"312,07 €(0,06 %)","2,08 %","11,50 %","1,29 %","0(0,00 %)","36,33 %","46,48 %","28,37 €","458(0,06 %)","105(0,09 %)","0,35 €","2,08 %","0,85 €","0,68 %","2,74",1,"43(0,05 %)","880(0,08 %)"
20171117,"642(0,30 %)","0,87 %","73.503(0,46 %)","20,30 %","1,28 %","17(0,11 %)",0:02:12,"429,51 €(0,09 %)","2,57 %","13,59 %","1,38 %","0(0,00 %)","32,86 %","55,04 %","25,01 €","747(0,10 %)","169(0,15 %)","0,32 €","2,57 %","0,67 €","0,30 %","3,04",1,"182(0,20 %)","1.330(0,13 %)"
20171116,"869(0,41 %)","0,81 %","106.665(0,67 %)","17,76 %","1,06 %","19(0,13 %)",0:01:37,"664,60 €(0,13 %)","2,46 %","8,80 %","1,45 %","0(0,00 %)","34,60 %","54,96 %","24,82 €","1.079(0,14 %)","165(0,15 %)","0,37 €","2,46 %","0,76 €","0,50 %","2,87",1,"122(0,13 %)","1.796(0,17 %)"
20171115,"875(0,41 %)","0,78 %","112.117(0,70 %)","16,47 %","1,58 %","32(0,21 %)",0:02:09,"1.120,66 €(0,23 %)","2,89 %","13,26 %","2,18 %","0(0,00 %)","29,97 %","54,78 %","22,70 €","1.477(0,19 %)","298(0,27 %)","0,55 €","2,89 %","1,28 €","0,44 %","3,31",1,"334(0,36 %)","2.028(0,19 %)"
20171114,"892(0,42 %)","0,79 %","112.893(0,70 %)","12,81 %","1,32 %","30(0,20 %)",0:02:02,"807,63 €(0,16 %)","2,83 %","12,01 %","1,59 %","0(0,00 %)","30,55 %","56,82 %","19,67 €","1.655(0,21 %)","304(0,27 %)","0,36 €","2,83 %","0,91 €","0,26 %","3,25","1,05","242(0,26 %)","2.272(0,22 %)"
20171113,"815(0,38 %)","0,71 %","114.154(0,71 %)","14,93 %","1,49 %","36(0,24 %)",0:02:47,"1.126,67 €(0,23 %)","2,83 %","15,00 %","1,70 %","0(0,00 %)","27,06 %","53,01 %","23,70 €","2.133(0,28 %)","420(0,38 %)","0,46 €","2,83 %","1,38 €","0,17 %","3,67",1,"347(0,37 %)","2.424(0,23 %)"
20171112,"824(0,39 %)","0,75 %","109.491(0,68 %)","15,35 %","1,25 %","28(0,19 %)",0:02:02,"968,23 €(0,19 %)","2,55 %","11,77 %","1,66 %","0(0,00 %)","32,96 %","49,51 %","22,37 €","1.728(0,22 %)","300(0,27 %)","0,43 €","2,55 %","1,18 €","0,58 %","3,02","1,05","214(0,23 %)","2.248(0,22 %)"
20171111,"429(0,20 %)","0,49 %","87.080(0,54 %)","19,90 %","1,73 %","21(0,14 %)",0:01:51,"640,56 €(0,13 %)","2,17 %","10,31 %","2,62 %","0(0,00 %)","35,13 %","50,90 %","19,95 €","715(0,09 %)","124(0,11 %)","0,53 €","2,17 %","1,49 €","0,49 %","2,81","1,07","90(0,10 %)","1.216(0,12 %)"
20171110,"613(0,29 %)","0,59 %","104.683(0,65 %)","13,95 %","0,64 %","13(0,09 %)",0:02:02,"323,97 €(0,07 %)","2,19 %","11,90 %","0,65 %","0(0,00 %)","33,70 %","58,88 %","24,92 €","1.390(0,18 %)","248(0,22 %)","0,16 €","2,19 %","0,53 €","0,20 %","2,95",1,"141(0,15 %)","2.043(0,20 %)"
20171109,"870(0,41 %)","0,52 %","165.750(1,03 %)","10,99 %","0,94 %","32(0,21 %)",0:02:01,"951,85 €(0,19 %)","2,29 %","14,03 %","1,50 %","0(0,00 %)","30,87 %","64,85 %","19,59 €","2.552(0,33 %)","477(0,43 %)","0,28 €","2,29 %","1,09 €","0,18 %","3,2",1,"270(0,29 %)","3.394(0,32 %)"
20171108,"610(0,29 %)","1,26 %","48.544(0,30 %)","6,86 %","1,14 %","41(0,27 %)",0:02:12,"1.248,80 €(0,25 %)","2,05 %","15,99 %","2,50 %","0(0,00 %)","30,64 %","59,85 %","14,20 €","2.753(0,36 %)","625(0,56 %)","0,35 €","2,05 %","2,05 €","0,53 %","3,23",1,"377(0,41 %)","3.584(0,34 %)"
20171107,"697(0,33 %)","1,14 %","60.897(0,38 %)","14,15 %","1,29 %","43(0,28 %)",0:02:14,"1.689,72 €(0,34 %)","1,70 %","13,11 %","2,58 %","0(0,00 %)","28,67 %","56,98 %","18,58 €","2.404(0,31 %)","454(0,41 %)","0,51 €","1,70 %","2,42 €","0,33 %","3,46","1,07","336(0,36 %)","3.329(0,32 %)"
20171106,"756(0,36 %)","0,69 %","109.754(0,68 %)","9,93 %","0,98 %","30(0,20 %)",0:02:25,"862,29 €(0,17 %)","1,95 %","11,88 %","1,65 %","0(0,00 %)","26,88 %","54,31 %","14,72 €","2.499(0,32 %)","430(0,39 %)","0,28 €","1,95 %","1,14 €","0,20 %","3,71","1,07","308(0,33 %)","3.060(0,29 %)"
20171105,"821(0,39 %)","0,63 %","130.714(0,82 %)","9,98 %","0,75 %","24(0,16 %)",0:02:14,"779,47 €(0,16 %)","2,47 %","13,59 %","0,93 %","0(0,00 %)","28,86 %","50,39 %","21,65 €","2.674(0,35 %)","497(0,45 %)","0,24 €","2,47 %","0,95 €","0,13 %","3,43","1,12","381(0,41 %)","3.195(0,31 %)"
20171104,"409(0,19 %)","0,49 %","82.666(0,52 %)","11,70 %","0,99 %","19(0,13 %)",0:02:14,"636,02 €(0,13 %)","2,46 %","7,44 %","1,69 %","0(0,00 %)","29,00 %","52,89 %","18,76 €","1.469(0,19 %)","146(0,13 %)","0,33 €","2,46 %","1,56 €","0,78 %","3,43","1,06","109(0,12 %)","1.923(0,18 %)"
20171103,"461(0,22 %)","1,50 %","30.746(0,19 %)","12,56 %","1,00 %","17(0,11 %)",0:02:00,"516,56 €(0,10 %)","2,33 %","13,19 %","1,38 %","0(0,00 %)","29,05 %","53,40 %","21,52 €","1.261(0,16 %)","244(0,22 %)","0,30 €","2,33 %","1,12 €","0,76 %","3,4",1,"203(0,22 %)","1.704(0,16 %)"
20171102,"618(0,29 %)","1,57 %","39.306(0,25 %)","12,41 %","1,46 %","28(0,19 %)",0:02:26,"809,66 €(0,16 %)","2,57 %","10,47 %","1,66 %","0(0,00 %)","27,03 %","54,80 %","22,37 €","1.554(0,20 %)","231(0,21 %)","0,42 €","2,57 %","1,31 €","0,57 %","3,69",1,"231(0,25 %)","1.918(0,18 %)"
20171101,"578(0,27 %)","1,52 %","38.056(0,24 %)","12,06 %","1,04 %","21(0,14 %)",0:02:13,"871,86 €(0,18 %)","2,50 %","8,11 %","1,38 %","0(0,00 %)","27,04 %","55,66 %","25,14 €","1.792(0,23 %)","206(0,19 %)","0,43 €","2,50 %","1,51 €","0,00 %","3,68","1,06","193(0,21 %)","2.023(0,19 %)"
20171031,"515(0,24 %)","1,48 %","34.780(0,22 %)","13,11 %","1,46 %","26(0,17 %)",0:02:19,"759,58 €(0,15 %)","2,62 %","10,61 %","1,34 %","0(0,00 %)","26,41 %","54,81 %","26,90 €","1.604(0,21 %)","225(0,20 %)","0,43 €","2,62 %","1,47 €","0,34 %","3,75",1,"173(0,19 %)","1.777(0,17 %)"
20171030,"925(0,44 %)","1,35 %","68.299(0,43 %)","14,38 %","1,02 %","28(0,19 %)",0:02:24,"1.071,11 €(0,22 %)","2,65 %","10,53 %","1,53 %","0(0,00 %)","28,54 %","56,56 %","23,74 €","2.259(0,29 %)","317(0,29 %)","0,39 €","2,65 %","1,16 €","0,54 %","3,48",1,"289(0,31 %)","2.753(0,26 %)"
20171029,"1.030(0,48 %)","0,89 %","115.903(0,72 %)","15,26 %","0,52 %","11(0,07 %)",0:01:57,"512,90 €(0,10 %)","2,18 %","8,49 %","0,97 %","0(0,00 %)","32,78 %","56,21 %","26,77 €","1.465(0,19 %)","173(0,16 %)","0,24 €","2,18 %","0,50 €","0,19 %","3,04",1,"131(0,14 %)","2.103(0,20 %)"
